country_iso_code,country_name,agricultural_census_decade,agricultural_census_year,total_area_ha,number_of_properties,farm_size_lower_limit,farm_size_upper_limit
392,Japan,2020,2020,338440.0,246562,1,2
392,Japan,2020,2020,177179.0,59785,2,3
392,Japan,2020,2020,157076.0,53002,3,4
392,Japan,2020,2020,139978.0,47233,4,5
392,Japan,2020,2020,329371.0,48454,5,10
392,Japan,2020,2020,354282.0,25777,10,20
392,Japan,2020,2020,642408.0,20962,20,50
392,Japan,2020,2020,432749.0,6490,50,100
392,Japan,2020,2020,358513.0,1933,100,200
400,Jordan,2000,1997,12003.0,47509,0,1
400,Jordan,2000,1997,60857.0,28728,1,2
400,Jordan,2000,1997,41892.0,6532,2,5
400,Jordan,2000,1997,41032.0,3291,5,10
400,Jordan,2000,1997,48787.0,1778,10,20
400,Jordan,2000,1997,25734.0,409,20,50
400,Jordan,2000,1997,18871.0,151,50,100
400,Jordan,2000,1997,29413.0,54,100,200
400,Jordan,2010,2007,13072.0,45539,0,1
400,Jordan,2010,2007,15462.0,11905,1,2
400,Jordan,2010,2007,13104.0,5617,2,3
400,Jordan,2010,2007,18234.0,5582,3,4
400,Jordan,2010,2007,9225.0,2160,4,5
400,Jordan,2010,2007,25995.0,3969,5,10
400,Jordan,2010,2007,22877.0,1779,10,20
400,Jordan,2010,2007,32872.0,1147,20,50
400,Jordan,2010,2007,33221.0,517,50,100
400,Jordan,2010,2007,25358.0,202,100,200
400,Jordan,2010,2007,52088.0,109,200,500
400,Jordan,2020,2017,21807.0,78412,0,1
400,Jordan,2020,2017,16359.0,11373,1,2
400,Jordan,2020,2017,13646.0,5392,2,3
400,Jordan,2020,2017,11866.0,3375,3,4
400,Jordan,2020,2017,9249.0,2010,4,5
400,Jordan,2020,2017,26722.0,3607,5,10
400,Jordan,2020,2017,24170.0,1615,10,20
400,Jordan,2020,2017,41002.0,1232,20,50
400,Jordan,2020,2017,32142.0,439,50,100
400,Jordan,2020,2017,22569.0,157,100,200
400,Jordan,2020,2017,62327.0,94,200,500
398,Kazakhstan,2010,2006,41845.0,17165,0,1
398,Kazakhstan,2010,2006,28313.0,11614,1,2
398,Kazakhstan,2010,2006,22696.0,9310,2,3
398,Kazakhstan,2010,2006,19333.0,7930,3,4
398,Kazakhstan,2010,2006,17014.0,6979,4,5
398,Kazakhstan,2010,2006,186100.0,27480,5,10
398,Kazakhstan,2010,2006,294900.0,21921,10,20
398,Kazakhstan,2010,2006,709200.0,22485,20,50
398,Kazakhstan,2010,2006,1218100.0,17300,50,100
398,Kazakhstan,2010,2006,2400100.0,17359,100,200
398,Kazakhstan,2010,2006,5935000.0,19110,200,500
398,Kazakhstan,2010,2006,6704700.0,9850,500,1000
398,Kazakhstan,2010,2006,12205444.0,6179,1000,2500
417,Kyrgyzstan,2000,2002,107686.0,964130,0,1
417,Kyrgyzstan,2000,2002,99503.0,78314,1,2
417,Kyrgyzstan,2000,2002,202144.0,56409,2,5
417,Kyrgyzstan,2000,2002,124305.0,18577,5,10
417,Kyrgyzstan,2000,2002,104293.0,7715,10,20
417,Kyrgyzstan,2000,2002,120590.0,4119,20,50
417,Kyrgyzstan,2000,2002,49839.0,740,50,100
417,Kyrgyzstan,2000,2002,42044.0,304,100,200
417,Kyrgyzstan,2000,2002,76349.0,231,200,500
417,Kyrgyzstan,2000,2002,120652.0,171,500,1000
418,Lao People's Democratic Republic,2000,1998,133800.0,255600,0,1
418,Lao People's Democratic Republic,2000,1998,314800.0,235400,1,2
418,Lao People's Democratic Republic,2000,1998,599100.0,177000,2,5
418,Lao People's Democratic Republic,2010,2010,97500.0,171700,0,1
418,Lao People's Democratic Republic,2010,2010,334100.0,245600,1,2
418,Lao People's Democratic Republic,2010,2010,350400.0,150500,2,3
418,Lao People's Democratic Republic,2010,2010,1088000.0,208800,3,4
428,Latvia,2000,2001,16100.0,11060,1,2
428,Latvia,2000,2001,117800.0,35630,2,5
428,Latvia,2000,2001,285800.0,39967,5,10
428,Latvia,2000,2001,626500.0,43777,10,20
428,Latvia,2000,2001,1113100.0,36697,20,50
428,Latvia,2000,2001,645300.0,9631,50,100
428,Latvia,2000,2001,337100.0,2520,100,200
428,Latvia,2000,2001,203000.0,689,200,500
428,Latvia,2000,2001,241500.0,230,500,1000
428,Latvia,2010,2010,4707.0,5117,0,1
428,Latvia,2010,2010,9410.0,9590,1,2
428,Latvia,2010,2010,21364.0,6233,2,3
428,Latvia,2010,2010,21255.0,6202,3,4
428,Latvia,2010,2010,20410.0,5955,4,5
428,Latvia,2010,2010,161620.0,22660,5,10
428,Latvia,2010,2010,242980.0,17490,10,20
428,Latvia,2010,2010,287760.0,9620,20,50
428,Latvia,2010,2010,187680.0,2740,50,100
428,Latvia,2010,2010,843790.0,2570,100,200
428,Latvia,2020,2020,4029.0,4543,0,1
428,Latvia,2020,2020,8201.0,9247,1,2
428,Latvia,2020,2020,19327.0,5722,2,3
428,Latvia,2020,2020,19228.0,5692,3,4
428,Latvia,2020,2020,18464.0,5466,4,5
428,Latvia,2020,2020,93340.0,13190,5,10
428,Latvia,2020,2020,138460.0,9910,10,20
428,Latvia,2020,2020,214760.0,6950,20,50
428,Latvia,2020,2020,196720.0,2800,50,100
428,Latvia,2020,2020,1256430.0,3740,100,200
422,Lebanon,2000,1998,48648.0,141594,0,1
422,Lebanon,2000,1998,37716.0,27434,1,2
422,Lebanon,2000,1998,62649.0,19536,2,5
422,Lebanon,2000,1998,23517.0,3127,5,10
422,Lebanon,2000,1998,26246.0,1983,10,20
422,Lebanon,2000,1998,26518.0,911,20,50
422,Lebanon,2000,1998,22646.0,244,50,100
422,Lebanon,2010,2010,42117.0,114723,0,1
422,Lebanon,2010,2010,34149.0,26269,1,2
422,Lebanon,2010,2010,21083.0,8083,2,3
422,Lebanon,2010,2010,15372.0,5894,3,4
422,Lebanon,2010,2010,11393.0,2440,4,5
422,Lebanon,2010,2010,30441.0,4872,5,10
422,Lebanon,2010,2010,25634.0,1966,10,20
422,Lebanon,2010,2010,24020.0,835,20,50
422,Lebanon,2010,2010,26786.0,288,50,100
426,Lesotho,2010,2009,454242.0,98719,0,1
426,Lesotho,2010,2009,54098.0,69321,1,2
426,Lesotho,2010,2009,5974.0,27133,2,3
426,Lesotho,2010,2009,292.0,22575,3,4
440,Lithuania,2000,2003,100.0,418,0,1
440,Lithuania,2000,2003,32000.0,21628,1,2
440,Lithuania,2000,2003,407700.0,131304,2,5
440,Lithuania,2000,2003,443700.0,64038,5,10
440,Lithuania,2000,2003,520700.0,38081,10,20
440,Lithuania,2000,2003,504600.0,17224,20,50
440,Lithuania,2000,2003,244000.0,3593,50,100
440,Lithuania,2000,2003,183200.0,1351,100,200
440,Lithuania,2000,2003,182300.0,617,200,500
440,Lithuania,2000,2003,420800.0,309,500,1000
440,Lithuania,2010,2010,23297.0,16417,0,1
440,Lithuania,2010,2010,46590.0,32310,1,2
440,Lithuania,2010,2010,90166.0,28754,2,3
440,Lithuania,2010,2010,89705.0,28607,3,4
440,Lithuania,2010,2010,86139.0,27470,4,5
440,Lithuania,2010,2010,276810.0,39900,5,10
440,Lithuania,2010,2010,296010.0,21470,10,20
440,Lithuania,2010,2010,388690.0,12510,20,50
440,Lithuania,2010,2010,328410.0,4830,50,100
440,Lithuania,2010,2010,1140040.0,3800,100,200
440,Lithuania,2020,2020,8628.0,7909,0,1
440,Lithuania,2020,2020,17562.0,16101,1,2
440,Lithuania,2020,2020,44336.0,13748,2,3
440,Lithuania,2020,2020,44109.0,13678,3,4
440,Lithuania,2020,2020,42356.0,13134,4,5
440,Lithuania,2020,2020,185900.0,26290,5,10
440,Lithuania,2020,2020,238950.0,17070,10,20
440,Lithuania,2020,2020,346750.0,11260,20,50
440,Lithuania,2020,2020,384800.0,5420,50,100
440,Lithuania,2020,2020,1601150.0,5790,100,200
442,Luxembourg,1990,1990,149.0,326,0,1
442,Luxembourg,1990,1990,283.0,197,1,2
442,Luxembourg,1990,1990,1567.0,465,2,5
442,Luxembourg,1990,1990,2301.0,319,5,10
442,Luxembourg,1990,1990,5721.0,388,10,20
442,Luxembourg,1990,1990,35329.0,992,20,50
442,Luxembourg,1990,1990,67768.0,1010,50,100
442,Luxembourg,1990,1990,13180.0,106,100,200
442,Luxembourg,2000,1999,450.0,350,1,2
442,Luxembourg,2000,1999,1170.0,280,2,5
442,Luxembourg,2000,1999,2170.0,270,5,10
442,Luxembourg,2000,1999,3700.0,210,10,20
442,Luxembourg,2000,1999,21070.0,530,20,50
442,Luxembourg,2000,1999,69700.0,900,50,100
442,Luxembourg,2000,1999,39340.0,270,100,200
442,Luxembourg,2010,2010,40.0,66,0,1
442,Luxembourg,2010,2010,80.0,134,1,2
442,Luxembourg,2010,2010,193.0,54,2,3
442,Luxembourg,2010,2010,192.0,54,3,4
442,Luxembourg,2010,2010,185.0,52,4,5
442,Luxembourg,2010,2010,1560.0,220,5,10
442,Luxembourg,2010,2010,2450.0,170,10,20
442,Luxembourg,2010,2010,12840.0,360,20,50
442,Luxembourg,2010,2010,47540.0,640,50,100
442,Luxembourg,2010,2010,66030.0,440,100,200
442,Luxembourg,2020,2020,30.0,46,0,1
442,Luxembourg,2020,2020,60.0,94,1,2
442,Luxembourg,2020,2020,156.0,41,2,3
442,Luxembourg,2020,2020,155.0,40,3,4
442,Luxembourg,2020,2020,149.0,39,4,5
442,Luxembourg,2020,2020,1140.0,160,5,10
442,Luxembourg,2020,2020,2200.0,160,10,20
442,Luxembourg,2020,2020,9330.0,270,20,50
442,Luxembourg,2020,2020,35400.0,470,50,100
442,Luxembourg,2020,2020,83520.0,520,100,200
470,Malta,2000,2001,3196.0,9086,0,1
470,Malta,2000,2001,2404.0,1752,1,2
470,Malta,2000,2001,2805.0,959,2,5
470,Malta,2000,2001,931.0,144,5,10
470,Malta,2000,2001,320.0,18,10,20
470,Malta,2010,2010,1158.0,2093,0,1
470,Malta,2010,2010,4812.0,8697,1,2
470,Malta,2010,2010,1058.0,360,2,3
470,Malta,2010,2010,1132.0,385,3,4
470,Malta,2010,2010,1099.0,374,4,5
470,Malta,2010,2010,1540.0,230,5,10
470,Malta,2010,2010,460.0,40,10,20
470,Malta,2010,2010,160.0,10,20,50
470,Malta,2020,2020,736.0,991,0,1
470,Malta,2020,2020,3744.0,5039,1,2
470,Malta,2020,2020,1069.0,353,2,3
470,Malta,2020,2020,1122.0,371,3,4
470,Malta,2020,2020,1049.0,346,4,5
470,Malta,2020,2020,1460.0,220,5,10
470,Malta,2020,2020,500.0,40,10,20
474,Martinique,1990,1989,3181.0,9830,0,1
474,Martinique,1990,1989,2931.0,2086,1,2
474,Martinique,1990,1989,7286.0,2427,2,5
474,Martinique,1990,1989,4212.0,634,5,10
474,Martinique,1990,1989,3346.0,252,10,20
474,Martinique,1990,1989,16217.0,231,20,50
484,Mexico,2010,2007,1347322.0,1224661,0,1
484,Mexico,2010,2007,629389.0,572089,1,2
484,Mexico,2010,2007,1396157.0,388458,2,3
484,Mexico,2010,2007,1118960.0,311333,3,4
484,Mexico,2010,2007,943078.0,262396,4,5
484,Mexico,2010,2007,4465366.0,432682,5,10
484,Mexico,2010,2007,5277561.0,511381,10,20
484,Mexico,2010,2007,6867598.0,217392,20,50
484,Mexico,2010,2007,5626467.0,78004,50,100
484,Mexico,2010,2007,5075928.0,19641,100,200
484,Mexico,2010,2007,6537245.0,25295,200,500
484,Mexico,2010,2007,4559305.0,17642,500,1000
484,Mexico,2010,2007,5985998.0,3783,1000,2500
499,Montenegro,2010,2010,7577.0,11619,0,1
499,Montenegro,2010,2010,15423.0,23651,1,2
499,Montenegro,2010,2010,7965.0,2586,2,3
499,Montenegro,2010,2010,7925.0,2573,3,4
499,Montenegro,2010,2010,7610.0,2471,4,5
499,Montenegro,2010,2010,18540.0,2710,5,10
499,Montenegro,2010,2010,15500.0,1160,10,20
499,Montenegro,2010,2010,20210.0,640,20,50
499,Montenegro,2010,2010,31650.0,440,50,100
499,Montenegro,2010,2010,88900.0,430,100,200
504,Morocco,2000,1996,170361.0,380039,0,1
504,Morocco,2000,1996,420577.0,272412,1,2
504,Morocco,2000,1996,1495239.0,411967,2,5
504,Morocco,2000,1996,1894722.0,247766,5,10
504,Morocco,2000,1996,1880472.0,125169,10,20
504,Morocco,2000,1996,1526298.0,47985,20,50
504,Morocco,2000,1996,585157.0,7829,50,100
504,Morocco,2000,1996,759397.0,3182,100,200
104,Myanmar,1990,1993,388665.0,952126,0,1
104,Myanmar,1990,1993,1015361.0,696812,1,2
104,Myanmar,1990,1993,2975518.0,956792,2,5
104,Myanmar,1990,1993,1782121.0,276624,5,10
104,Myanmar,1990,1993,594813.0,40874,10,20
104,Myanmar,1990,1993,130478.0,1670,20,50
104,Myanmar,2000,2003,478102.0,1166480,0,1
104,Myanmar,2000,2003,1181560.0,805590,1,2
104,Myanmar,2000,2003,3239363.0,1036189,2,5
104,Myanmar,2000,2003,2496993.0,368928,5,10
104,Myanmar,2000,2003,1105838.0,80824,10,20
104,Myanmar,2000,2003,219259.0,6758,20,50
104,Myanmar,2010,2010,779220.0,1290588,0,1
104,Myanmar,2010,2010,1814714.0,1404383,1,2
104,Myanmar,2010,2010,2031604.0,761838,2,3
104,Myanmar,2010,2010,1531716.0,574384,3,4
104,Myanmar,2010,2010,1240904.0,235099,4,5
104,Myanmar,2010,2010,3215324.0,548589,5,10
104,Myanmar,2010,2010,1690549.0,154180,10,20
104,Myanmar,2010,2010,490143.0,17610,20,50
516,Namibia,1990,1995,8742.0,24752,0,1
516,Namibia,1990,1995,35534.0,23618,1,2
516,Namibia,1990,1995,173121.0,54307,2,5
516,Namibia,1990,1995,65454.0,10069,5,10
516,Namibia,1990,1995,8693.0,700,10,20
516,Namibia,1990,1995,3648.0,120,20,50
516,Namibia,1990,1995,4954.0,50,50,100
516,Namibia,2000,1996,8477.0,14742,0,1
516,Namibia,2000,1996,38199.0,25115,1,2
516,Namibia,2000,1996,159865.0,50012,2,5
516,Namibia,2000,1996,72595.0,11493,5,10
516,Namibia,2000,1996,11901.0,861,10,20
516,Namibia,2000,1996,3215.0,119,20,50
516,Namibia,2000,1996,1380.0,15,50,100
524,Nepal,1990,1992,793454.0,1909811,0,1
524,Nepal,1990,1992,716532.0,529467,1,2
524,Nepal,1990,1992,728316.0,256614,2,5
524,Nepal,1990,1992,209338.0,31952,5,10
524,Nepal,1990,1992,151331.0,8206,10,20
524,Nepal,2000,2002,1031944.0,2521292,0,1
524,Nepal,2000,2002,791965.0,588649,1,2
524,Nepal,2000,2002,636171.0,228840,2,5
524,Nepal,2000,2002,139750.0,21575,5,10
524,Nepal,2000,2002,54207.0,3783,10,20
524,Nepal,2010,2011,1183139.0,3086569,0,1
524,Nepal,2010,2011,749810.0,548974,1,2
524,Nepal,2010,2011,308568.0,129364,2,3
524,Nepal,2010,2011,134353.0,39507,3,4
524,Nepal,2010,2011,65365.0,14881,4,5
524,Nepal,2010,2011,69177.0,10744,5,10
524,Nepal,2010,2011,15227.0,1054,10,20
528,Netherlands (Kingdom of the),2000,1999,22050.0,16120,1,2
528,Netherlands (Kingdom of the),2000,1999,59780.0,15620,2,5
528,Netherlands (Kingdom of the),2000,1999,123700.0,15780,5,10
528,Netherlands (Kingdom of the),2000,1999,272710.0,17510,10,20
528,Netherlands (Kingdom of the),2000,1999,954960.0,28180,20,50
528,Netherlands (Kingdom of the),2000,1999,490220.0,7150,50,100
528,Netherlands (Kingdom of the),2000,1999,315870.0,1190,100,200
528,Netherlands (Kingdom of the),2010,2010,2800.0,2635,0,1
528,Netherlands (Kingdom of the),2010,2010,5700.0,5365,1,2
528,Netherlands (Kingdom of the),2010,2010,12585.0,3729,2,3
528,Netherlands (Kingdom of the),2010,2010,12521.0,3709,3,4
528,Netherlands (Kingdom of the),2010,2010,12023.0,3562,4,5
528,Netherlands (Kingdom of the),2010,2010,73990.0,10260,5,10
528,Netherlands (Kingdom of the),2010,2010,156970.0,10820,10,20
528,Netherlands (Kingdom of the),2010,2010,644690.0,19220,20,50
528,Netherlands (Kingdom of the),2010,2010,607980.0,9130,50,100
528,Netherlands (Kingdom of the),2010,2010,343090.0,2210,100,200
528,Netherlands (Kingdom of the),2020,2020,1288.0,1249,0,1
528,Netherlands (Kingdom of the),2020,2020,2622.0,2541,1,2
528,Netherlands (Kingdom of the),2020,2020,6230.0,1813,2,3
528,Netherlands (Kingdom of the),2020,2020,6198.0,1804,3,4
528,Netherlands (Kingdom of the),2020,2020,5952.0,1732,4,5
528,Netherlands (Kingdom of the),2020,2020,50990.0,6890,5,10
528,Netherlands (Kingdom of the),2020,2020,117850.0,8100,10,20
528,Netherlands (Kingdom of the),2020,2020,495310.0,14620,20,50
528,Netherlands (Kingdom of the),2020,2020,646780.0,9460,50,100
528,Netherlands (Kingdom of the),2020,2020,484690.0,3080,100,200
554,New Zealand,2020,2017,8949.0,3519,1,2
554,New Zealand,2020,2017,3926.0,1544,2,3
554,New Zealand,2020,2017,3558.0,1399,3,4
554,New Zealand,2020,2017,3268.0,1285,4,5
554,New Zealand,2020,2017,48914.0,5640,5,10
554,New Zealand,2020,2017,73951.0,4990,10,20
554,New Zealand,2020,2017,210329.0,6300,20,50
554,New Zealand,2020,2017,456722.0,6122,50,100
554,New Zealand,2020,2017,1130176.0,7747,100,200
554,New Zealand,2020,2017,2642280.0,8307,200,500
554,New Zealand,2020,2017,2130090.0,3219,500,1000
554,New Zealand,2020,2017,2325316.0,1500,1000,2500
558,Nicaragua,2000,2001,15878.0,24837,0,1
558,Nicaragua,2000,2001,29029.0,18341,1,2
558,Nicaragua,2000,2001,132712.0,37174,2,5
558,Nicaragua,2000,2001,224205.0,28232,5,10
558,Nicaragua,2000,2001,473233.0,29541,10,20
558,Nicaragua,2000,2001,1247190.0,34869,20,50
558,Nicaragua,2000,2001,1192009.0,15565,50,100
558,Nicaragua,2000,2001,1039403.0,6996,100,200
558,Nicaragua,2000,2001,1900855.0,3994,200,500
558,Nicaragua,2010,2011,31565.0,61323,0,1
558,Nicaragua,2010,2011,47561.0,31341,1,2
558,Nicaragua,2010,2011,55178.0,20779,2,3
558,Nicaragua,2010,2011,54671.0,14770,3,4
558,Nicaragua,2010,2011,56326.0,10631,4,5
558,Nicaragua,2010,2011,248235.0,32147,5,10
558,Nicaragua,2010,2011,504830.0,29532,10,20
558,Nicaragua,2010,2011,1114234.0,33982,20,50
558,Nicaragua,2010,2011,1101675.0,15943,50,100
558,Nicaragua,2010,2011,1017599.0,7452,100,200
558,Nicaragua,2010,2011,1822997.0,4646,200,500
570,Niue,2020,2021,273.0,223,0,1
570,Niue,2020,2021,193.0,163,1,2
570,Niue,2020,2021,53.0,27,2,3
570,Niue,2020,2021,43.0,21,3,4
570,Niue,2020,2021,26.0,9,4,5
570,Niue,2020,2021,217.0,24,5,10
570,Niue,2020,2021,356.0,14,10,20
807,North Macedonia,2010,2007,74835.0,122100,0,1
807,North Macedonia,2010,2007,61512.0,28546,1,2
807,North Macedonia,2010,2007,47140.0,21876,2,3
807,North Macedonia,2010,2007,30098.0,6724,3,4
807,North Macedonia,2010,2007,23254.0,5195,4,5
807,North Macedonia,2010,2007,48352.0,6279,5,10
807,North Macedonia,2010,2007,36624.0,1658,10,20
580,Northern Mariana Islands,1990,1990,13.0,26,0,1
580,Northern Mariana Islands,1990,1990,32.0,22,1,2
580,Northern Mariana Islands,1990,1990,87.0,30,2,5
580,Northern Mariana Islands,1990,1990,98.0,14,5,10
580,Northern Mariana Islands,1990,1990,126.0,10,10,20
580,Northern Mariana Islands,1990,1990,5480.0,17,20,50
580,Northern Mariana Islands,2000,2002,31.0,56,0,1
580,Northern Mariana Islands,2000,2002,70.0,59,1,2
580,Northern Mariana Islands,2000,2002,166.0,59,2,5
580,Northern Mariana Islands,2000,2002,113.0,18,5,10
580,Northern Mariana Islands,2000,2002,115.0,8,10,20
580,Northern Mariana Islands,2000,2002,458.0,14,20,50
580,Northern Mariana Islands,2010,2007,53.0,90,0,1
580,Northern Mariana Islands,2010,2007,75.0,54,1,2
580,Northern Mariana Islands,2010,2007,54.0,24,2,3
580,Northern Mariana Islands,2010,2007,38.0,13,3,4
580,Northern Mariana Islands,2010,2007,65.0,12,4,5
580,Northern Mariana Islands,2010,2007,187.0,30,5,10
580,Northern Mariana Islands,2010,2007,176.0,12,10,20
580,Northern Mariana Islands,2010,2007,975.0,20,20,50
580,Northern Mariana Islands,2020,2018,25.0,118,0,1
580,Northern Mariana Islands,2020,2018,79.0,61,1,2
580,Northern Mariana Islands,2020,2018,66.0,30,2,3
580,Northern Mariana Islands,2020,2018,26.0,6,3,4
580,Northern Mariana Islands,2020,2018,29.0,5,4,5
580,Northern Mariana Islands,2020,2018,117.0,16,5,10
580,Northern Mariana Islands,2020,2018,97.0,11,10,20
580,Northern Mariana Islands,2020,2018,126.0,5,20,50
578,Norway,1990,1989,2809.0,4261,0,1
578,Norway,1990,1989,12937.0,9343,1,2
578,Norway,1990,1989,77325.0,23427,2,5
578,Norway,1990,1989,177475.0,24969,5,10
578,Norway,1990,1989,355193.0,25330,10,20
578,Norway,1990,1989,307374.0,11194,20,50
578,Norway,1990,1989,50155.0,801,50,100
578,Norway,1990,1989,7809.0,57,100,200
578,Norway,2000,1999,338.0,1122,0,1
578,Norway,2000,1999,3501.0,2482,1,2
578,Norway,2000,1999,37800.0,10913,2,5
578,Norway,2000,1999,121246.0,16720,5,10
578,Norway,2000,1999,322217.0,22286,10,20
578,Norway,2000,1999,444725.0,15640,20,50
578,Norway,2000,1999,91889.0,1451,50,100
578,Norway,2000,1999,14766.0,119,100,200
578,Norway,2000,1999,1765.0,7,200,500
578,Norway,2010,2010,329.0,346,0,1
578,Norway,2010,2010,671.0,704,1,2
578,Norway,2010,2010,4200.0,1156,2,3
578,Norway,2010,2010,4178.0,1150,3,4
578,Norway,2010,2010,4012.0,1104,4,5
578,Norway,2010,2010,60470.0,8110,5,10
578,Norway,2010,2010,197200.0,13440,10,20
578,Norway,2010,2010,465420.0,15300,20,50
578,Norway,2010,2010,199800.0,3020,50,100
578,Norway,2010,2010,69660.0,500,100,200
512,Oman,2010,2012,17762.0,122831,0,1
512,Oman,2010,2012,18863.0,14371,1,2
512,Oman,2010,2012,10224.0,3513,2,3
512,Oman,2010,2012,8671.0,2980,3,4
512,Oman,2010,2012,7431.0,2553,4,5
512,Oman,2010,2012,30308.0,5501,5,10
512,Oman,2010,2012,17721.0,1619,10,20
512,Oman,2010,2012,10943.0,447,20,50
512,Oman,2010,2012,27183.0,195,50,100
586,Pakistan,1990,1990,703523.0,1367771,0,1
586,Pakistan,1990,1990,1446796.0,1036286,1,2
586,Pakistan,1990,1990,5283232.0,1698682,2,5
586,Pakistan,1990,1990,4134346.0,623110,5,10
586,Pakistan,1990,1990,3032872.0,237929,10,20
586,Pakistan,1990,1990,2279270.0,85297,20,50
586,Pakistan,1990,1990,2269598.0,21888,50,100
586,Pakistan,2000,2000,1183789.0,2389423,0,1
586,Pakistan,2000,2000,1981277.0,1425370,1,2
586,Pakistan,2000,2000,5699287.0,1857166,2,5
586,Pakistan,2000,2000,3891228.0,580200,5,10
586,Pakistan,2000,2000,3324310.0,260791,10,20
586,Pakistan,2000,2000,2355906.0,87408,20,50
586,Pakistan,2000,2000,1970985.0,19696,50,100
275,Palestine,2020,2021,31284.0,115419,0,1
275,Palestine,2020,2021,17866.0,13503,1,2
275,Palestine,2020,2021,10731.0,4576,2,3
275,Palestine,2020,2021,7345.0,2200,3,4
275,Palestine,2020,2021,5371.0,1229,4,5
275,Palestine,2020,2021,24962.0,2509,5,10
275,Palestine,2020,2021,23370.0,1132,10,20
591,Panama,1990,1990,15162.0,99905,0,1
591,Panama,1990,1990,27584.0,24345,1,2
591,Panama,1990,1990,79804.0,28698,2,5
591,Panama,1990,1990,103986.0,16172,5,10
591,Panama,1990,1990,196241.0,15232,10,20
591,Panama,1990,1990,486161.0,16383,20,50
591,Panama,1990,1990,522322.0,8115,50,100
591,Panama,1990,1990,412164.0,3251,100,200
591,Panama,1990,1990,396453.0,1460,200,500
591,Panama,1990,1990,150171.0,231,500,1000
591,Panama,2000,2001,17272.71,124720,0,1
591,Panama,2000,2001,27538.71,24433,1,2
591,Panama,2000,2001,76050.18,27369,2,5
591,Panama,2000,2001,101864.33,15724,5,10
591,Panama,2000,2001,199721.1,15353,10,20
591,Panama,2000,2001,484939.49,16253,20,50
591,Panama,2000,2001,493790.37,7555,50,100
591,Panama,2000,2001,419983.9,3282,100,200
591,Panama,2000,2001,416101.14,1522,200,500
591,Panama,2000,2001,180679.97,274,500,1000
591,Panama,2010,2011,14320.0,120375,0,1
591,Panama,2010,2011,31312.0,27484,1,2
591,Panama,2010,2011,35690.0,17031,2,3
591,Panama,2010,2011,32823.0,10646,3,4
591,Panama,2010,2011,28030.0,6868,4,5
591,Panama,2010,2011,130762.0,20095,5,10
591,Panama,2010,2011,232960.0,17757,10,20
591,Panama,2010,2011,485640.0,16289,20,50
591,Panama,2010,2011,474737.0,7184,50,100
591,Panama,2010,2011,396350.0,3051,100,200
591,Panama,2010,2011,377283.0,1369,200,500
591,Panama,2010,2011,189564.0,294,500,1000
591,Panama,2010,2011,130744.0,94,1000,2500
600,Paraguay,1990,1991,8499.0,29939,0,1
600,Paraguay,1990,1991,31431.0,30994,1,2
600,Paraguay,1990,1991,191374.0,61817,2,5
600,Paraguay,1990,1991,430658.0,66605,5,10
600,Paraguay,1990,1991,806802.0,66223,10,20
600,Paraguay,1990,1991,857909.0,31519,20,50
600,Paraguay,1990,1991,502648.0,7577,50,100
600,Paraguay,1990,1991,569169.0,4279,100,200
600,Paraguay,1990,1991,1050034.0,3503,200,500
600,Paraguay,1990,1991,1010952.0,1525,500,1000
600,Paraguay,2010,2008,6894.0,15586,0,1
600,Paraguay,2010,2008,80633.0,35461,1,2
600,Paraguay,2010,2008,59989.0,26383,2,3
600,Paraguay,2010,2008,48852.0,21485,3,4
600,Paraguay,2010,2008,41644.0,18315,4,5
600,Paraguay,2010,2008,416702.0,66218,5,10
600,Paraguay,2010,2008,685381.0,57735,10,20
600,Paraguay,2010,2008,619986.0,22865,20,50
600,Paraguay,2010,2008,459555.0,6879,50,100
600,Paraguay,2010,2008,699257.0,5234,100,200
600,Paraguay,2010,2008,1600537.0,5251,200,500
600,Paraguay,2010,2008,1810119.0,2737,500,1000
600,Paraguay,2010,2008,4430788.0,2119,1000,2500
604,Peru,1990,1994,1927545.0,1222935,2,5
604,Peru,1990,1994,1776221.0,261958,5,10
604,Peru,1990,1994,1559312.0,127596,10,20
604,Peru,1990,1994,2654079.0,92004,20,50
604,Peru,1990,1994,27464652.0,51648,50,100
604,Peru,2010,2012,304633.0,831843,0,1
604,Peru,2010,2012,536481.0,430877,1,2
604,Peru,2010,2012,531380.0,240694,2,3
604,Peru,2010,2012,491510.0,154291,3,4
604,Peru,2010,2012,404748.0,96710,4,5
604,Peru,2010,2012,1418311.0,218564,5,10
604,Peru,2010,2012,1522079.0,118274,10,20
604,Peru,2010,2012,2172246.0,75435,20,50
604,Peru,2010,2012,1519797.0,23363,50,100
604,Peru,2010,2012,29841281.0,23455,100,200
608,Philippines,1990,1991,728112.0,1685380,0,1
608,Philippines,1990,1991,1607689.0,1313696,1,2
608,Philippines,1990,1991,3265301.0,1177144,2,5
608,Philippines,1990,1991,2046380.0,325242,5,10
608,Philippines,1990,1991,1040686.0,85581,10,20
608,Philippines,1990,1991,1286703.0,22998,20,50
608,Philippines,2000,2002,827031.0,1935874,0,1
608,Philippines,2000,2002,1635995.0,1349903,1,2
608,Philippines,2000,2002,3143996.0,1133549,2,5
608,Philippines,2000,2002,1914396.0,303139,5,10
608,Philippines,2000,2002,965695.0,79608,10,20
608,Philippines,2000,2002,1072845.0,20666,20,50
